Agent_Assets,Buy_and_Hold_Assets,Total_Trades,Winning_Trades,Losing_Trades,Stock
12325.029235839846,13841.406459195545,18,6,12,TJX
10149.20585632324,9227.277776424737,22,8,14,SBUX
13002.346221923826,19215.21661537577,14,6,8,PH
9671.732780456545,11174.632860739006,24,7,17,MDLZ
9451.880920410156,10956.61665584544,20,6,14,MDT
8395.009866714476,13286.11850056104,15,3,12,PBR-A
9597.477478027344,13690.592380259704,16,3,13,ASML
9709.631179809572,10626.060448566535,19,5,14,ENB
9279.047180175789,10308.129568349936,22,6,16,ABT
10793.497810363768,10713.67808614718,28,7,21,NEE
12020.619689941404,18440.626998642325,19,8,11,NOW
12780.552413940432,13480.97739661928,24,10,14,HSBC
10020.172832489015,10991.245558999464,18,4,14,CSX
11013.123939514158,14331.244886609436,18,7,11,MPC
8262.38299179077,9510.787475749132,21,3,18,FCX
9684.964416503906,11961.747054422764,30,8,22,SNY
11147.7196598053,12548.819694958953,20,7,13,GSK
11600.528976440428,12321.996496108395,20,6,14,RTX
9681.955749511731,9977.277334250206,20,4,16,HON
9867.590652465822,8462.949581136612,20,7,13,BA
11949.481605529783,26446.791806743808,16,6,10,GE
10820.263671875,16416.769966828957,13,5,8,INTU
14466.290206909174,16999.019947365985,17,8,9,APO
12466.652366638184,16809.468067316317,19,4,15,APH
12346.90344238281,18974.74203851142,14,6,8,RACE
18642.909017562863,64509.32378681437,18,7,11,NVDA
10741.606353759762,13249.863670242374,22,5,17,AMGN
11906.534528732296,12768.478794395738,22,8,14,BN
11375.139381408697,13216.246738580165,28,10,18,AZN
11333.396301269531,12003.777406217843,20,8,12,UNH
8755.317520141607,11258.620855721538,28,9,19,ZTS
8257.53184509277,8324.488286417363,20,6,14,DIS
11292.592987060552,9330.36985044053,22,8,14,DE
11660.807868957516,14928.228147303367,17,7,10,SAN
10730.685455322267,11210.64168029488,22,7,15,NOC
8958.212589263912,10800.77468500411,26,8,18,CSCO
10538.714981079102,7187.949625666146,22,8,14,CVS
10625.79550170898,13513.353122741164,20,5,15,GD
10751.857982635502,11897.512947765972,18,4,14,KO
11328.108463287354,9075.25187857856,26,7,19,HDB
12997.518569946287,16388.787635019922,20,7,13,AXP
12345.258041381829,16026.820390681996,18,7,11,FI
13186.069652557371,29154.8317556472,13,5,8,AVGO
12764.798599243164,19646.431705935724,22,7,15,ISRG
10340.50436401367,15679.643579343016,15,5,10,FDX
10773.830795288086,19161.890866860023,25,10,15,ETN
9311.277324676514,7201.399203559052,26,4,22,BMY
8730.211151123047,10386.5913025554,20,5,15,CP
10126.164031982424,10952.99795851135,17,7,10,ITW
13060.04618835449,6697.497893587297,22,8,14,NKE
11606.976737976072,13954.975064730022,24,7,17,CL
11183.07812500001,9799.192180448465,24,11,13,BDX
11203.375732421877,15210.59180089245,21,8,13,BKNG
11095.190109252932,12184.599470229425,20,8,12,CB
8549.725009918217,10994.270395341486,24,5,19,NGG
11191.26983642578,15452.438820211964,18,6,12,ADBE
14196.71035385132,12724.821511751272,25,7,18,C
15962.75982666016,20010.4402595733,23,7,16,TT
14808.6509399414,19889.907641756483,17,9,8,NVO
10091.536254882809,12051.93351751552,15,6,9,V
8988.046509742739,17629.794556553843,15,3,12,PBR
8226.544677734375,10428.274056062037,26,7,19,AON
10282.197662353514,13388.353916255855,14,3,11,NVS
13108.362762451172,15141.14428335041,18,9,9,VRTX
14434.839767456053,13919.999440511066,17,9,8,MUFG
11579.453857421877,16063.609142019062,21,8,13,ECL
8270.591201782221,10295.547351870258,20,4,16,EOG
12042.90008544922,15016.388095392156,22,9,13,MCO
8064.112899780263,9776.202249509632,15,3,12,COP
10466.67059326172,13985.784108151796,12,4,8,ORLY
12191.3532333374,15999.967595552327,24,9,15,JPM
10350.760002136234,11554.184084641678,26,9,17,PNC
9239.921955108635,10338.76131772983,18,3,15,BUD
8695.812499999998,10077.051344332496,20,5,15,SONY
10346.02465820312,11808.730468569018,28,8,20,RY
8651.050285339355,8510.955920250446,24,5,19,SCHW
