Agent_Assets,Buy_and_Hold_Assets,Total_Trades,Winning_Trades,Losing_Trades,Stock
15075.616424560549,15075.916559255864,12,6,6,GS
13680.505783081053,13437.034742204216,15,6,9,TMUS
13053.913879394531,12102.120602847455,14,6,8,BLK
11504.441406249998,15398.948190439529,16,5,11,CDNS
11980.2649230957,12058.525486443894,12,5,7,LOW
12585.258697509767,14278.70544736118,12,6,6,LIN
11440.984893798824,12371.45029368411,16,6,10,MA
12340.394927978516,15967.590062004738,14,6,8,BX
14028.564315795902,14579.908791601718,16,8,8,SHW
14748.17740249634,17702.027412103387,12,6,6,MU
9543.620147705076,9197.297450642693,22,6,16,APD
12135.07455444336,11881.836836213775,16,6,10,HD
11540.59979248046,12663.798669099511,16,4,12,UNP
14232.308090209965,18478.78763918409,13,6,7,AMAT
14308.936248779297,26756.164312236782,12,5,7,LLY
13300.772855758669,16193.28743945656,14,6,8,RELX
13247.121017456053,16594.35532763585,12,4,8,MSI
13797.299682617186,15911.25057674921,15,7,8,REGN
12755.423477172852,16677.64258072924,12,6,6,RSG
10985.670043945312,17494.250557885636,14,4,10,MELI
13734.69760131836,12846.701043822368,15,6,9,LMT
13320.918167114263,11208.008593796914,16,5,11,CI
12261.511981964111,8212.877574489585,16,3,13,SLB
12445.35493469238,12843.914122230182,16,6,10,WFC
10782.46822357178,10893.752571910396,12,5,7,MRK
9974.64517211914,9840.789932453625,16,5,11,JNJ
7613.792083740234,7162.599203259911,14,3,11,BABA
7941.203048706053,7930.611460500442,25,6,19,BHP
11898.785232543947,13601.681962347266,12,4,8,QCOM
15077.18882179261,11786.379531948129,14,6,8,BAC
11876.380462646484,14251.683823794883,12,4,8,BRK-B
9708.424667358397,9338.482233876844,13,4,9,BMO
13159.429801940913,15751.10926846473,20,5,15,SHOP
11939.358551025396,14963.650631924984,21,6,15,TSLA
12544.873626708984,16883.090414118087,14,3,11,CRM
13186.084594726562,18358.29951046669,10,5,5,COST
12870.300094604492,19393.857035352437,12,5,7,TSM
11241.98850250244,13466.972790144637,12,5,7,SHEL
12888.855514526364,11630.56818414697,12,5,7,DHR
12095.83809661865,17133.694432893364,18,6,12,GOOGL
12143.184127807615,13753.632385475836,12,6,6,WM
13380.701072692871,15026.053544222332,12,5,7,ICE
10704.626007080078,10540.35295816882,12,5,7,TMO
12621.58654785156,17642.15392032033,12,5,7,MSFT
9832.536972045898,9185.345218481452,14,3,11,TGT
16614.718154907227,37350.09147612787,12,6,6,META
12847.980838775637,16966.609239425277,10,4,6,BSX
11959.606262207031,11181.80073945903,16,7,9,ELV
13087.274978637695,13904.695167901691,14,6,8,ABBV
10585.342254638672,10559.51707609236,16,5,11,MCD
12120.077362060549,14680.789705862477,12,5,7,AJG
13750.140151977535,17554.249532006128,16,8,8,PGR
10153.667724609377,11863.120618315465,19,4,15,EQIX
12741.879394531254,18945.66984998897,12,6,6,TDG
11860.000640869142,18319.111397373526,14,5,9,NFLX
9493.293579101564,12253.471087510765,17,6,11,ACN
9771.729736328123,12498.80299675739,18,3,15,TM
8740.302165985104,9433.202597056494,19,3,16,TD
15553.498220443722,10446.328702794135,16,8,8,T
10979.506561279297,15665.056442467494,24,8,16,ORCL
13125.53979492187,11918.996352732143,15,5,10,DUK
14318.533233642578,14682.258271805356,14,6,8,MCK
15281.339309692385,28388.997962722628,12,5,7,DELL
7305.360565185547,8591.656181473496,15,1,14,PYPL
14854.53215408325,16774.511496343275,12,6,6,CMG
13758.098251342768,14855.724346007026,14,7,7,IBM
10911.135147094728,11982.736453632726,16,5,11,ADP
8454.714988708496,14833.240206331231,12,1,11,SCCO
12382.09049987793,19831.796862364547,14,5,9,AMD
10844.108791351317,10834.450637981145,21,7,14,BTI
11077.722915649416,8730.658150604302,22,6,16,RIO
11839.119495391858,10725.564004285245,24,4,20,EQNR
11308.263442993164,12299.801398283078,12,4,8,PG
12161.884643554684,11071.740387591526,20,7,13,XOM
14399.321096420284,9501.516911182627,17,5,12,USB
11320.208385467527,13788.281372721796,19,5,14,SO
11850.848876953123,18126.72437310417,14,6,8,LRCX
17285.61431884765,22590.45540640281,12,5,7,KKR
12759.167457580565,12843.767301714915,15,6,9,UL
11168.303871154783,9845.296606136051,14,5,9,CNI
13609.021087646486,13841.406459195545,16,6,10,TJX
11465.97416687012,9227.277776424737,21,5,16,SBUX
14779.05603027344,19215.21661537577,16,6,10,PH
11346.014240264893,11174.632860739006,21,7,14,MDLZ
9423.361755371094,10956.61665584544,12,2,10,MDT
11251.691445350649,13286.11850056104,18,6,12,PBR-A
11723.926147460938,13690.592380259704,10,2,8,ASML
11116.566833496094,10626.060448566535,13,4,9,ENB
10343.808273315432,10308.129568349936,16,5,11,ABT
14047.70820617676,10713.67808614718,16,6,10,NEE
14162.77978515625,18440.626998642325,15,6,9,NOW
11236.01628684998,13480.97739661928,16,6,10,HSBC
10920.366144180298,10991.245558999464,17,4,13,CSX
12005.052322387692,14331.244886609436,14,4,10,MPC
11249.884712219238,9510.787475749132,13,3,10,FCX
13405.704772949215,11961.747054422764,20,6,14,SNY
12125.827209472658,12548.819694958953,15,6,9,GSK
13058.764114379885,12321.996496108395,16,5,11,RTX
10891.425704956064,9977.277334250206,16,5,11,HON
7739.791275024411,8462.949581136612,17,3,14,BA
16815.75498199463,26446.791806743808,14,7,7,GE
13092.913146972658,16416.769966828957,16,8,8,INTU
17372.55775833129,16999.019947365985,19,7,12,APO
13131.656467437748,16809.468067316317,10,4,6,APH
12911.152160644531,18974.74203851142,12,5,7,RACE
22235.7543926239,64509.32378681437,12,4,8,NVDA
12471.539016723633,13249.863670242374,16,6,10,AMGN
18047.577129364014,12768.478794395738,18,7,11,BN
12372.772735595703,13216.246738580165,17,6,11,AZN
12587.899322509764,12003.777406217843,17,6,11,UNH
13301.348922729492,11258.620855721538,19,7,12,ZTS
7468.500518798825,8324.488286417363,19,3,16,DIS
12847.800170898445,9330.36985044053,17,3,14,DE
12544.58788013458,14928.228147303367,18,7,11,SAN
10791.434539794926,11210.64168029488,21,7,14,NOC
10849.081386566164,10800.77468500411,20,5,15,CSCO
7442.654628753662,7187.949625666146,17,2,15,CVS
12346.69189453125,13513.353122741164,12,5,7,GD
12545.149124145508,11897.512947765972,17,6,11,KO
10522.479595184324,9075.25187857856,17,6,11,HDB
17088.93003845215,16388.787635019922,12,6,6,AXP
14533.729629516598,16026.820390681996,12,4,8,FI
15677.706241607666,29154.8317556472,14,6,8,AVGO
14460.418731689451,19646.431705935724,12,6,6,ISRG
15458.309555053713,15679.643579343016,16,5,11,FDX
13135.422866821287,19161.890866860023,16,8,8,ETN
8288.557289123533,7201.399203559052,15,2,13,BMY
10419.225631713867,10386.5913025554,16,6,10,CP
12178.32629394531,10952.99795851135,18,8,10,ITW
8961.14877319336,6697.497893587297,17,3,14,NKE
12618.116783142088,13954.975064730022,14,5,9,CL
11407.674133300789,9799.192180448465,19,8,11,BDX
14595.995849609377,15210.59180089245,15,8,7,BKNG
11125.106063842775,12184.599470229425,14,6,8,CB
12608.1282081604,10994.270395341486,21,7,14,NGG
11971.16925048828,15452.438820211964,19,5,14,ADBE
13806.426471710203,12724.821511751272,14,5,9,C
16914.284545898438,20010.4402595733,12,6,6,TT
14719.475975036616,19889.907641756483,12,6,6,NVO
11384.90267944336,12051.93351751552,14,5,9,V
10008.56166315079,17629.794556553843,17,5,12,PBR
9870.328125,10428.274056062037,14,2,12,AON
12048.146095275875,13388.353916255855,18,5,13,NVS
13081.28158569336,15141.14428335041,12,5,7,VRTX
15340.439907073976,13919.999440511066,16,9,7,MUFG
15677.924560546877,16063.609142019062,12,5,7,ECL
13891.290077209473,10295.547351870258,18,6,12,EOG
13205.105743408203,15016.388095392156,12,4,8,MCO
9819.385475158682,9776.202249509632,21,6,15,COP
11406.590576171877,13985.784108151796,14,5,9,ORLY
14123.117752075195,15999.967595552327,12,5,7,JPM
13793.132629394531,11554.184084641678,18,8,10,PNC
12460.52146530151,10338.76131772983,14,5,9,BUD
9826.380958557129,10077.051344332496,12,4,8,SONY
11298.457489013672,11808.730468569018,12,4,8,RY
7875.691646575928,8510.955920250446,16,2,14,SCHW
