Agent_Assets,Buy_and_Hold_Assets,Total_Trades,Winning_Trades,Losing_Trades,Stock
10856.70063781738,13020.91353508226,20,6,14,MO
11570.22019958496,12072.889309918191,26,7,19,TXN
12642.970397949215,19747.61479324531,32,11,21,KLAC
10225.239482879642,7287.253792163614,31,10,21,INTC
11733.847686767576,12680.28584758615,16,7,9,EPD
11360.791538238524,11643.457416351526,21,7,14,TTE
14247.345855712889,19156.440970143456,12,5,7,SAP
11475.484542846682,14930.609883912472,22,4,18,HCA
15021.62533569336,15075.916559255864,16,6,10,GS
12031.655670166014,13437.034742204216,13,5,8,TMUS
12071.327880859377,12102.120602847455,29,7,22,BLK
15887.591232299805,15398.948190439529,21,7,14,CDNS
10824.96682739257,12058.525486443894,31,8,23,LOW
11544.32736206055,14278.70544736118,12,5,7,LIN
10344.775238037106,12371.45029368411,28,6,22,MA
12177.137229919434,15967.590062004738,24,9,15,BX
12923.018051147466,14579.908791601718,20,8,12,SHW
21036.15312957763,17702.027412103387,23,11,12,MU
8287.484481811523,9197.297450642693,18,4,14,APD
11066.213470458984,11881.836836213775,16,6,10,HD
12407.882354736324,12663.798669099511,14,6,8,UNP
15788.497985839846,18478.78763918409,19,6,13,AMAT
15802.057220458984,26756.164312236782,14,6,8,LLY
13924.324834823608,16193.28743945656,14,6,8,RELX
14176.623092651364,16594.35532763585,12,4,8,MSI
12691.12023925781,15911.25057674921,47,17,30,REGN
13001.73504638672,16677.64258072924,12,5,7,RSG
12333.951538085938,17494.250557885636,16,6,10,MELI
14377.62564086914,12846.701043822368,16,8,8,LMT
12965.290985107426,11208.008593796914,18,5,13,CI
7750.134208679199,8212.877574489585,43,11,32,SLB
9822.889602661136,12843.914122230182,18,4,14,WFC
11538.637580871584,10893.752571910396,16,6,10,MRK
10317.599884033203,9840.789932453625,22,7,15,JNJ
10495.50991821289,7162.599203259911,20,9,11,BABA
8553.274124145506,7930.611460500442,30,6,24,BHP
13456.951866149906,13601.681962347266,42,13,29,QCOM
9968.88862991333,11786.379531948129,16,4,12,BAC
11845.55029296875,14251.683823794883,12,4,8,BRK-B
8546.812507629393,9338.482233876844,21,3,18,BMO
18198.517498016357,15751.10926846473,43,16,27,SHOP
13930.847991943372,14963.650631924984,37,12,25,TSLA
13131.346298217772,16883.090414118087,26,11,15,CRM
13926.527404785156,18358.29951046669,16,5,11,COST
11869.098564147947,19393.857035352437,18,5,13,TSM
13075.551361083984,13466.972790144637,30,15,15,SHEL
9836.162612915026,11630.56818414697,23,5,18,DHR
13628.555603027342,17133.694432893364,34,10,24,GOOGL
13461.520416259764,13753.632385475836,12,6,6,WM
13150.061203002932,15026.053544222332,16,6,10,ICE
11188.360931396484,10540.35295816882,22,7,15,TMO
14421.91369628906,17642.15392032033,20,9,11,MSFT
9689.69667816162,9185.345218481452,21,4,17,TGT
18939.640472412106,37350.09147612787,28,9,19,META
13780.121421813965,16966.609239425277,16,7,9,BSX
10619.93453979492,11181.80073945903,22,6,16,ELV
13191.187332153322,13904.695167901691,13,5,8,ABBV
10832.610504150389,10559.51707609236,16,7,9,MCD
11851.85885620118,14680.789705862477,24,8,16,AJG
12577.267524719236,17554.249532006128,20,8,12,PGR
10541.47235107422,11863.120618315465,27,5,22,EQIX
16868.026489257812,18945.66984998897,20,8,12,TDG
14335.22915649414,18319.111397373526,28,8,20,NFLX
13924.482849121096,12253.471087510765,30,13,17,ACN
10370.98034667969,12498.80299675739,19,4,15,TM
11306.662429809565,9433.202597056494,23,6,17,TD
12146.153432846068,10446.328702794135,22,7,15,T
12860.87075805664,15665.056442467494,18,4,14,ORCL
11372.562461853026,11918.996352732143,17,4,13,DUK
15296.017608642582,14682.258271805356,22,10,12,MCK
28276.337551116947,28388.997962722628,21,10,11,DELL
9777.580955505371,8591.656181473496,29,8,21,PYPL
16390.612014770504,16774.511496343275,21,6,15,CMG
11804.361083984371,14855.724346007026,21,9,12,IBM
9995.929016113285,11982.736453632726,18,6,12,ADP
10159.463607788088,14833.240206331231,32,7,25,SCCO
10266.2692565918,19831.796862364547,17,5,12,AMD
11001.1770324707,10834.450637981145,21,8,13,BTI
11625.278400421144,8730.658150604302,28,9,19,RIO
8730.981111526482,10725.564004285245,27,6,21,EQNR
10880.042907714844,12299.801398283078,26,7,19,PG
8212.831192016598,11071.740387591526,22,6,16,XOM
11193.688627243038,9501.516911182627,36,11,25,USB
12460.05288696289,13788.281372721796,15,4,11,SO
17328.789947509766,18126.72437310417,17,7,10,LRCX
18800.204296112053,22590.45540640281,10,5,5,KKR
13915.929222106935,12843.767301714915,21,6,15,UL
8734.221466064455,9845.296606136051,24,3,21,CNI
12779.723472595217,13841.406459195545,12,5,7,TJX
11049.780387878416,9227.277776424737,22,6,16,SBUX
15884.771514892578,19215.21661537577,19,8,11,PH
12054.890869140629,11174.632860739006,19,8,11,MDLZ
11088.972198486328,10956.61665584544,21,6,15,MDT
19569.627659797672,13286.11850056104,33,12,20,PBR-A
11306.225524902344,13690.592380259704,18,5,13,ASML
11617.725831985474,10626.060448566535,29,9,20,ENB
11233.885688781738,10308.129568349936,18,4,14,ABT
12248.54257965088,10713.67808614718,18,5,13,NEE
12187.60952758789,18440.626998642325,28,8,20,NOW
11353.218883514404,13480.97739661928,14,6,8,HSBC
10190.924476623535,10991.245558999464,25,6,19,CSX
12755.933021545405,14331.244886609436,21,5,16,MPC
6322.194889068598,9510.787475749132,42,5,37,FCX
13826.39902496338,11961.747054422764,20,7,13,SNY
12816.361457824709,12548.819694958953,31,11,20,GSK
11588.091369628908,12321.996496108395,20,6,14,RTX
10817.156463623056,9977.277334250206,14,5,9,HON
9716.319351196284,8462.949581136612,55,13,42,BA
17529.516403198242,26446.791806743808,22,10,12,GE
14834.287475585938,16416.769966828957,15,7,8,INTU
12618.4803276062,16999.019947365985,30,11,19,APO
14523.000297546385,16809.468067316317,26,6,20,APH
13396.81271362305,18974.74203851142,16,7,9,RACE
57567.88282394409,64509.32378681437,22,9,13,NVDA
9351.032394409182,13249.863670242374,24,6,18,AMGN
12825.589237213137,12768.478794395738,13,4,9,BN
11682.158180236816,13216.246738580165,21,6,15,AZN
14873.416778564451,12003.777406217843,23,9,14,UNH
10081.355468750004,11258.620855721538,15,6,9,ZTS
10849.802558898922,8324.488286417363,18,6,12,DIS
10467.762145996096,9330.36985044053,28,6,22,DE
10155.846098423006,14928.228147303367,28,7,21,SAN
11059.002746582031,11210.64168029488,22,9,13,NOC
10067.676090240477,10800.77468500411,20,6,14,CSCO
7023.040618896484,7187.949625666146,20,6,14,CVS
11523.877578735352,13513.353122741164,10,4,6,GD
12737.200458526611,11897.512947765972,11,4,7,KO
9594.329380035397,9075.25187857856,25,6,19,HDB
15897.328857421877,16388.787635019922,12,6,6,AXP
14298.208412170414,16026.820390681996,43,15,28,FI
13503.604286193848,29154.8317556472,12,3,9,AVGO
17580.7599029541,19646.431705935724,16,7,9,ISRG
12966.031845092784,15679.643579343016,43,12,31,FDX
15636.26216125488,19161.890866860023,21,9,12,ETN
8174.552268981934,7201.399203559052,16,0,16,BMY
10564.104057312012,10386.5913025554,22,7,15,CP
10513.968170166016,10952.99795851135,22,6,16,ITW
8402.846488952635,6697.497893587297,35,8,27,NKE
11535.495056152342,13954.975064730022,15,4,11,CL
10522.295181274416,9799.192180448465,27,8,19,BDX
14664.530029296877,15210.59180089245,29,12,17,BKNG
11250.84487915039,12184.599470229425,10,5,5,CB
13447.19746398926,10994.270395341486,12,3,9,NGG
10361.720550537108,15452.438820211964,29,6,23,ADBE
12175.26058578492,12724.821511751272,26,6,20,C
14228.48602294922,20010.4402595733,10,5,5,TT
17351.319305419915,19889.907641756483,16,7,9,NVO
10804.04330444336,12051.93351751552,10,3,7,V
16070.000536441808,17629.794556553843,35,9,26,PBR
10045.10287475586,10428.274056062037,19,6,13,AON
11948.675193786616,13388.353916255855,20,7,13,NVS
12066.621582031252,15141.14428335041,14,3,11,VRTX
13682.299263954164,13919.999440511066,12,7,5,MUFG
13053.544708251951,16063.609142019062,16,7,9,ECL
10036.675285339354,10295.547351870258,39,7,32,EOG
13100.679718017576,15016.388095392156,24,8,16,MCO
9576.299491882311,9776.202249509632,29,7,22,COP
14218.933166503906,13985.784108151796,19,5,14,ORLY
11949.778213500977,15999.967595552327,12,4,8,JPM
10320.254699707031,11554.184084641678,16,4,12,PNC
12278.618942260737,10338.76131772983,22,8,14,BUD
8877.049957275389,10077.051344332496,29,6,23,SONY
10380.319595336916,11808.730468569018,16,5,11,RY
11067.899555206295,8510.955920250446,24,5,19,SCHW
